year;country;word;frequency;count;%_headlines;word_len;freq_rank;hfreq_rank;theme
2010;UK;love;33;3008;1.0970745;4;736;736;female stereotypes
2011;UK;love;62;4794;1.2932833;4;736;736;female stereotypes
2012;UK;love;88;7942;1.1080332;4;736;736;female stereotypes
2013;UK;love;104;11738;0.8860112;4;736;736;female stereotypes
2014;UK;love;138;13954;0.9889637;4;736;736;female stereotypes
2015;UK;love;133;16954;0.7844756;4;736;736;female stereotypes
2016;UK;love;172;22474;0.7653288;4;736;736;female stereotypes
2017;UK;love;198;24852;0.7967166;4;736;736;female stereotypes
2018;UK;love;201;25586;0.7855859;4;736;736;female stereotypes
2019;UK;love;245;31008;0.79011869999999;4;736;736;female stereotypes
2020;UK;love;200;31244;0.6401229;4;736;736;female stereotypes
2021;UK;love;106;21078;0.502894;4;736;736;female stereotypes
2010;UK;award;10;1504;0.66489359999999;5;740;740;empowerment
2011;UK;award;13;2397;0.5423446;5;740;740;empowerment
2012;UK;award;21;3971;0.528834;5;740;740;empowerment
2013;UK;award;53;5869;0.9030499;5;740;740;empowerment
2014;UK;award;35;6977;0.5016483;5;740;740;empowerment
2015;UK;award;58;8477;0.6842043;5;740;740;empowerment
2016;UK;award;58;11237;0.516152;5;740;740;empowerment
2017;UK;award;46;12426;0.3701915;5;740;740;empowerment
2018;UK;award;57;12793;0.4455562;5;740;740;empowerment
2019;UK;award;88;15504;0.5675955;5;740;740;empowerment
2020;UK;award;49;15622;0.3136602;5;740;740;empowerment
2021;UK;award;30;10539;0.284657;5;740;740;empowerment
2010;UK;grope;2;1504;0.1329787;5;749;749;crime and violence
2011;UK;grope;5;2397;0.2085941;5;749;749;crime and violence
2012;UK;grope;4;3971;0.1007303;5;749;749;crime and violence
2013;UK;grope;1;5869;0.0170387;5;749;749;crime and violence
2014;UK;grope;13;6977;0.1863265;5;749;749;crime and violence
2015;UK;grope;13;8477;0.1533561;5;749;749;crime and violence
2016;UK;grope;22;11237;0.1957818;5;749;749;crime and violence
2017;UK;grope;33;12426;0.2655722;5;749;749;crime and violence
2018;UK;grope;25;12793;0.1954194;5;749;749;crime and violence
2019;UK;grope;20;15504;0.128999;5;749;749;crime and violence
2020;UK;grope;17;15622;0.1088209;5;749;749;crime and violence
2021;UK;grope;6;10539;0.0569314;5;749;749;crime and violence
2010;UK;hijab;1;1504;0.0664894;5;755;755;race, ethnicity and identity
2011;UK;hijab;1;2397;0.0417188;5;755;755;race, ethnicity and identity
2012;UK;hijab;3;3971;0.0755477;5;755;755;race, ethnicity and identity
2013;UK;hijab;6;5869;0.1022321;5;755;755;race, ethnicity and identity
2014;UK;hijab;5;6977;0.071664;5;755;755;race, ethnicity and identity
2015;UK;hijab;25;8477;0.2949157;5;755;755;race, ethnicity and identity
2016;UK;hijab;42;11237;0.3737652;5;755;755;race, ethnicity and identity
2017;UK;hijab;33;12426;0.2655722;5;755;755;race, ethnicity and identity
2018;UK;hijab;18;12793;0.1407019;5;755;755;race, ethnicity and identity
2019;UK;hijab;20;15504;0.128999;5;755;755;race, ethnicity and identity
2020;UK;hijab;9;15622;0.0576111;5;755;755;race, ethnicity and identity
2021;UK;hijab;3;10539;0.0284657;5;755;755;race, ethnicity and identity
2010;UK;girlfriend;7;1504;0.4654255;10;760;760;female stereotypes
2011;UK;girlfriend;7;2397;0.2920317;10;760;760;female stereotypes
2012;UK;girlfriend;13;3971;0.3273735;10;760;760;female stereotypes
2013;UK;girlfriend;17;5869;0.2896575;10;760;760;female stereotypes
2014;UK;girlfriend;33;6977;0.4729827;10;760;760;female stereotypes
2015;UK;girlfriend;41;8477;0.4836617;10;760;760;female stereotypes
2016;UK;girlfriend;61;11237;0.5428495;10;760;760;female stereotypes
2017;UK;girlfriend;55;12426;0.4426203;10;760;760;female stereotypes
2018;UK;girlfriend;46;12793;0.3595716;10;760;760;female stereotypes
2019;UK;girlfriend;59;15504;0.380547;10;760;760;female stereotypes
2020;UK;girlfriend;43;15622;0.2752528;10;760;760;female stereotypes
2021;UK;girlfriend;20;10539;0.1897713;10;760;760;female stereotypes
2010;UK;chinese;4;1504;0.2659574;7;762;762;race, ethnicity and identity
2011;UK;chinese;6;2397;0.2503129;7;762;762;race, ethnicity and identity
2012;UK;chinese;8;3971;0.2014606;7;762;762;race, ethnicity and identity
2013;UK;chinese;13;5869;0.2215028;7;762;762;race, ethnicity and identity
2014;UK;chinese;18;6977;0.2579905;7;762;762;race, ethnicity and identity
2015;UK;chinese;33;8477;0.3892887;7;762;762;race, ethnicity and identity
2016;UK;chinese;14;11237;0.12458839999999;7;762;762;race, ethnicity and identity
2017;UK;chinese;13;12426;0.1046193;7;762;762;race, ethnicity and identity
2018;UK;chinese;14;12793;0.1094348;7;762;762;race, ethnicity and identity
2019;UK;chinese;39;15504;0.251548;7;762;762;race, ethnicity and identity
2020;UK;chinese;18;15622;0.1152221;7;762;762;race, ethnicity and identity
2021;UK;chinese;11;10539;0.1043742;7;762;762;race, ethnicity and identity
2010;UK;married;4;1504;0.2659574;7;768;768;female stereotypes
2011;UK;married;2;2397;0.0834376;7;768;768;female stereotypes
2012;UK;married;12;3971;0.3021909;7;768;768;female stereotypes
2013;UK;married;5;5869;0.08519339999999;7;768;768;female stereotypes
2014;UK;married;13;6977;0.1863265;7;768;768;female stereotypes
2015;UK;married;9;8477;0.1061696;7;768;768;female stereotypes
2016;UK;married;17;11237;0.1512859;7;768;768;female stereotypes
2017;UK;married;21;12426;0.1690005;7;768;768;female stereotypes
2018;UK;married;21;12793;0.1641523;7;768;768;female stereotypes
2019;UK;married;19;15504;0.122549;7;768;768;female stereotypes
2020;UK;married;21;15622;0.1344258;7;768;768;female stereotypes
2021;UK;married;10;10539;0.0948857;7;768;768;female stereotypes
2010;UK;survive;7;1504;0.4654255;7;772;772;empowerment
2011;UK;survive;4;2397;0.16687529999999;7;772;772;empowerment
2012;UK;survive;9;3971;0.2266432;7;772;772;empowerment
2013;UK;survive;16;5869;0.2726188;7;772;772;empowerment
2014;UK;survive;30;6977;0.4299842;7;772;772;empowerment
2015;UK;survive;19;8477;0.2241359;7;772;772;empowerment
2016;UK;survive;31;11237;0.2758743;7;772;772;empowerment
2017;UK;survive;31;12426;0.2494769;7;772;772;empowerment
2018;UK;survive;36;12793;0.2814039;7;772;772;empowerment
2019;UK;survive;39;15504;0.251548;7;772;772;empowerment
2020;UK;survive;36;15622;0.2304442;7;772;772;empowerment
2021;UK;survive;17;10539;0.1613056;7;772;772;empowerment
2010;UK;breast;8;1504;0.5319149;6;784;784;female stereotypes
2011;UK;breast;5;2397;0.2085941;6;784;784;female stereotypes
2012;UK;breast;15;3971;0.3777386;6;784;784;female stereotypes
2013;UK;breast;26;5869;0.4430056;6;784;784;female stereotypes
2014;UK;breast;29;6977;0.4156514;6;784;784;female stereotypes
2015;UK;breast;47;8477;0.5544414;6;784;784;female stereotypes
2016;UK;breast;48;11237;0.4271603;6;784;784;female stereotypes
2017;UK;breast;58;12426;0.4667632;6;784;784;female stereotypes
2018;UK;breast;57;12793;0.4455562;6;784;784;female stereotypes
2019;UK;breast;56;15504;0.3611971;6;784;784;female stereotypes
2020;UK;breast;42;15622;0.2688516;6;784;784;female stereotypes
2021;UK;breast;16;10539;0.1518171;6;784;784;female stereotypes
2010;UK;molest;1;1504;0.0664894;6;796;796;crime and violence
2011;UK;molest;1;2397;0.0417188;6;796;796;crime and violence
2013;UK;molest;1;5869;0.0170387;6;796;796;crime and violence
2014;UK;molest;6;6977;0.0859968;6;796;796;crime and violence
2015;UK;molest;4;8477;0.0471865;6;796;796;crime and violence
2016;UK;molest;7;11237;0.06229419999999;6;796;796;crime and violence
2017;UK;molest;7;12426;0.0563335;6;796;796;crime and violence
2018;UK;molest;11;12793;0.0859845;6;796;796;crime and violence
2019;UK;molest;4;15504;0.0257998;6;796;796;crime and violence
2020;UK;molest;5;15622;0.0320061;6;796;796;crime and violence
2021;UK;molest;2;10539;0.0189771;6;796;796;crime and violence
2010;UK;author;8;1504;0.5319149;6;800;800;empowerment
2011;UK;author;7;2397;0.2920317;6;800;800;empowerment
2012;UK;author;7;3971;0.176278;6;800;800;empowerment
2013;UK;author;11;5869;0.1874255;6;800;800;empowerment
2014;UK;author;21;6977;0.300989;6;800;800;empowerment
2015;UK;author;9;8477;0.1061696;6;800;800;empowerment
2016;UK;author;26;11237;0.2313785;6;800;800;empowerment
2017;UK;author;13;12426;0.1046193;6;800;800;empowerment
2018;UK;author;19;12793;0.1485187;6;800;800;empowerment
2019;UK;author;22;15504;0.14189889999999;6;800;800;empowerment
2020;UK;author;20;15622;0.1280246;6;800;800;empowerment
2021;UK;author;15;10539;0.1423285;6;800;800;empowerment
2010;UK;pretty;4;1504;0.2659574;6;804;804;female stereotypes
2011;UK;pretty;3;2397;0.1251564;6;804;804;female stereotypes
2012;UK;pretty;8;3971;0.2014606;6;804;804;female stereotypes
2013;UK;pretty;10;5869;0.1703868;6;804;804;female stereotypes
2014;UK;pretty;21;6977;0.300989;6;804;804;female stereotypes
2015;UK;pretty;29;8477;0.3421022;6;804;804;female stereotypes
2016;UK;pretty;13;11237;0.1156892;6;804;804;female stereotypes
2017;UK;pretty;24;12426;0.1931434;6;804;804;female stereotypes
2018;UK;pretty;30;12793;0.2345032;6;804;804;female stereotypes
2019;UK;pretty;15;15504;0.0967492;6;804;804;female stereotypes
2020;UK;pretty;32;15622;0.2048393;6;804;804;female stereotypes
2021;UK;pretty;7;10539;0.06642;6;804;804;female stereotypes
2010;UK;sex;59;1504;3.9228723;3;806;806;female stereotypes
2011;UK;sex;45;2397;1.8773467;3;806;806;female stereotypes
2012;UK;sex;62;3971;1.5613196;3;806;806;female stereotypes
2013;UK;sex;120;5869;2.0446413;3;806;806;female stereotypes
2014;UK;sex;168;6977;2.4079117;3;806;806;female stereotypes
2015;UK;sex;270;8477;3.1850891;3;806;806;female stereotypes
2016;UK;sex;329;11237;2.9278277;3;806;806;female stereotypes
2017;UK;sex;318;12426;2.5591502;3;806;806;female stereotypes
2018;UK;sex;314;12793;2.4544673;3;806;806;female stereotypes
2019;UK;sex;312;15504;2.0123839;3;806;806;female stereotypes
2020;UK;sex;209;15622;1.3378569;3;806;806;female stereotypes
2021;UK;sex;101;10539;0.9583452;3;806;806;female stereotypes
2010;UK;killer;17;1504;1.1303191;6;808;808;crime and violence
2011;UK;killer;9;2397;0.3754693;6;808;808;crime and violence
2012;UK;killer;24;3971;0.6043818;6;808;808;crime and violence
2013;UK;killer;40;5869;0.6815471;6;808;808;crime and violence
2014;UK;killer;47;6977;0.673642;6;808;808;crime and violence
2015;UK;killer;47;8477;0.5544414;6;808;808;crime and violence
2016;UK;killer;85;11237;0.75642969999999;6;808;808;crime and violence
2017;UK;killer;75;12426;0.60357319999999;6;808;808;crime and violence
2018;UK;killer;76;12793;0.5940749;6;808;808;crime and violence
2019;UK;killer;91;15504;0.5869453;6;808;808;crime and violence
2020;UK;killer;65;15622;0.4160799;6;808;808;crime and violence
2021;UK;killer;28;10539;0.2656799;6;808;808;crime and violence
2010;UK;kiss;7;1504;0.4654255;4;813;813;female stereotypes
2011;UK;kiss;12;2397;0.5006258;4;813;813;female stereotypes
2012;UK;kiss;21;3971;0.528834;4;813;813;female stereotypes
2013;UK;kiss;22;5869;0.3748509;4;813;813;female stereotypes
2014;UK;kiss;23;6977;0.3296546;4;813;813;female stereotypes
2015;UK;kiss;17;8477;0.2005426;4;813;813;female stereotypes
2016;UK;kiss;41;11237;0.3648661;4;813;813;female stereotypes
2017;UK;kiss;26;12426;0.2092387;4;813;813;female stereotypes
2018;UK;kiss;28;12793;0.2188697;4;813;813;female stereotypes
2019;UK;kiss;49;15504;0.3160475;4;813;813;female stereotypes
2020;UK;kiss;31;15622;0.1984381;4;813;813;female stereotypes
2021;UK;kiss;11;10539;0.1043742;4;813;813;female stereotypes
2010;UK;muslim;9;1504;0.5984043;6;815;815;race, ethnicity and identity
2011;UK;muslim;5;2397;0.2085941;6;815;815;race, ethnicity and identity
2012;UK;muslim;14;3971;0.352556;6;815;815;race, ethnicity and identity
2013;UK;muslim;24;5869;0.4089283;6;815;815;race, ethnicity and identity
2014;UK;muslim;24;6977;0.3439874;6;815;815;race, ethnicity and identity
2015;UK;muslim;56;8477;0.6606111;6;815;815;race, ethnicity and identity
2016;UK;muslim;117;11237;1.0412032;6;815;815;race, ethnicity and identity
2017;UK;muslim;117;12426;0.9415741;6;815;815;race, ethnicity and identity
2018;UK;muslim;59;12793;0.4611897;6;815;815;race, ethnicity and identity
2019;UK;muslim;51;15504;0.3289474;6;815;815;race, ethnicity and identity
2020;UK;muslim;24;15622;0.1536295;6;815;815;race, ethnicity and identity
2021;UK;muslim;14;10539;0.1328399;6;815;815;race, ethnicity and identity
2010;UK;gay;6;1504;0.3989362;3;824;824;race, ethnicity and identity
2011;UK;gay;15;2397;0.6257822;3;824;824;race, ethnicity and identity
2012;UK;gay;8;3971;0.2014606;3;824;824;race, ethnicity and identity
2013;UK;gay;19;5869;0.3237349;3;824;824;race, ethnicity and identity
2014;UK;gay;25;6977;0.3583202;3;824;824;race, ethnicity and identity
2015;UK;gay;43;8477;0.5072549;3;824;824;race, ethnicity and identity
2016;UK;gay;24;11237;0.2135801;3;824;824;race, ethnicity and identity
2017;UK;gay;43;12426;0.3460486;3;824;824;race, ethnicity and identity
2018;UK;gay;20;12793;0.1563355;3;824;824;race, ethnicity and identity
2019;UK;gay;37;15504;0.2386481;3;824;824;race, ethnicity and identity
2020;UK;gay;16;15622;0.1024197;3;824;824;race, ethnicity and identity
2021;UK;gay;7;10539;0.06642;3;824;824;race, ethnicity and identity
2010;UK;affair;10;1504;0.66489359999999;6;827;827;female stereotypes
2011;UK;affair;9;2397;0.3754693;6;827;827;female stereotypes
2012;UK;affair;15;3971;0.3777386;6;827;827;female stereotypes
2013;UK;affair;14;5869;0.2385415;6;827;827;female stereotypes
2014;UK;affair;23;6977;0.3296546;6;827;827;female stereotypes
2015;UK;affair;11;8477;0.1297629;6;827;827;female stereotypes
2016;UK;affair;23;11237;0.204681;6;827;827;female stereotypes
2017;UK;affair;29;12426;0.2333816;6;827;827;female stereotypes
2018;UK;affair;21;12793;0.1641523;6;827;827;female stereotypes
2019;UK;affair;27;15504;0.1741486;6;827;827;female stereotypes
2020;UK;affair;14;15622;0.0896172;6;827;827;female stereotypes
2021;UK;affair;10;10539;0.0948857;6;827;827;female stereotypes
2010;UK;housewife;4;1504;0.2659574;9;829;829;female stereotypes
2011;UK;housewife;1;2397;0.0417188;9;829;829;female stereotypes
2012;UK;housewife;6;3971;0.1510954;9;829;829;female stereotypes
2013;UK;housewife;3;5869;0.051116;9;829;829;female stereotypes
2014;UK;housewife;2;6977;0.0286656;9;829;829;female stereotypes
2015;UK;housewife;9;8477;0.1061696;9;829;829;female stereotypes
2016;UK;housewife;4;11237;0.03559669999999;9;829;829;female stereotypes
2017;UK;housewife;5;12426;0.0402382;9;829;829;female stereotypes
2018;UK;housewife;3;12793;0.0234503;9;829;829;female stereotypes
2019;UK;housewife;4;15504;0.0257998;9;829;829;female stereotypes
2020;UK;housewife;8;15622;0.0512098;9;829;829;female stereotypes
2021;UK;housewife;4;10539;0.0379543;9;829;829;female stereotypes
2010;UK;sexy;9;1504;0.5984043;4;836;836;female stereotypes
2011;UK;sexy;13;2397;0.5423446;4;836;836;female stereotypes
2012;UK;sexy;16;3971;0.4029212;4;836;836;female stereotypes
2013;UK;sexy;35;5869;0.5963537;4;836;836;female stereotypes
2014;UK;sexy;30;6977;0.4299842;4;836;836;female stereotypes
2015;UK;sexy;24;8477;0.283119;4;836;836;female stereotypes
2016;UK;sexy;35;11237;0.311471;4;836;836;female stereotypes
2017;UK;sexy;34;12426;0.2736198;4;836;836;female stereotypes
2018;UK;sexy;21;12793;0.1641523;4;836;836;female stereotypes
2019;UK;sexy;21;15504;0.1354489;4;836;836;female stereotypes
2020;UK;sexy;21;15622;0.1344258;4;836;836;female stereotypes
2021;UK;sexy;8;10539;0.0759085;4;836;836;female stereotypes
2010;UK;suicide;13;1504;0.8643617;7;838;838;crime and violence
2011;UK;suicide;9;2397;0.3754693;7;838;838;crime and violence
2012;UK;suicide;16;3971;0.4029212;7;838;838;crime and violence
2013;UK;suicide;25;5869;0.4259669;7;838;838;crime and violence
2014;UK;suicide;35;6977;0.5016483;7;838;838;crime and violence
2015;UK;suicide;40;8477;0.471865;7;838;838;crime and violence
2016;UK;suicide;49;11237;0.4360594;7;838;838;crime and violence
2017;UK;suicide;47;12426;0.3782392;7;838;838;crime and violence
2018;UK;suicide;35;12793;0.2735871;7;838;838;crime and violence
2019;UK;suicide;35;15504;0.2257482;7;838;838;crime and violence
2020;UK;suicide;30;15622;0.1920369;7;838;838;crime and violence
2021;UK;suicide;10;10539;0.0948857;7;838;838;crime and violence
2010;UK;fat;12;1504;0.7978723;3;843;843;female stereotypes
2011;UK;fat;6;2397;0.2503129;3;843;843;female stereotypes
2012;UK;fat;12;3971;0.3021909;3;843;843;female stereotypes
2013;UK;fat;16;5869;0.2726188;3;843;843;female stereotypes
2014;UK;fat;44;6977;0.6306435;3;843;843;female stereotypes
2015;UK;fat;55;8477;0.6488144;3;843;843;female stereotypes
2016;UK;fat;31;11237;0.2758743;3;843;843;female stereotypes
2017;UK;fat;57;12426;0.45871559999999;3;843;843;female stereotypes
2018;UK;fat;25;12793;0.1954194;3;843;843;female stereotypes
2019;UK;fat;48;15504;0.3095975;3;843;843;female stereotypes
2020;UK;fat;33;15622;0.2112406;3;843;843;female stereotypes
2021;UK;fat;6;10539;0.0569314;3;843;843;female stereotypes
2016;UK;dalit;1;11237;0.0089;5;862;862;race, ethnicity and identity
2017;UK;gangrape;1;12426;0.00805;8;869;869;crime and violence
2012;UK;hindu;1;3971;0.0251826;5;875;875;race, ethnicity and identity
2013;UK;hindu;2;5869;0.0340774;5;875;875;race, ethnicity and identity
2014;UK;hindu;1;6977;0.0143328;5;875;875;race, ethnicity and identity
2015;UK;hindu;2;8477;0.0235933;5;875;875;race, ethnicity and identity
2016;UK;hindu;4;11237;0.03559669999999;5;875;875;race, ethnicity and identity
2017;UK;hindu;4;12426;0.0321906;5;875;875;race, ethnicity and identity
2018;UK;hindu;5;12793;0.0390839;5;875;875;race, ethnicity and identity
2019;UK;hindu;1;15504;0.00645;5;875;875;race, ethnicity and identity
2020;UK;hindu;2;15622;0.0128025;5;875;875;race, ethnicity and identity
2013;UK;nigerian;2;5869;0.0340774;8;907;907;race, ethnicity and identity
2014;UK;nigerian;7;6977;0.1003297;8;907;907;race, ethnicity and identity
2015;UK;nigerian;5;8477;0.0589831;8;907;907;race, ethnicity and identity
2016;UK;nigerian;2;11237;0.0177983;8;907;907;race, ethnicity and identity
2017;UK;nigerian;3;12426;0.0241429;8;907;907;race, ethnicity and identity
2018;UK;nigerian;4;12793;0.0312671;8;907;907;race, ethnicity and identity
2019;UK;nigerian;3;15504;0.0193498;8;907;907;race, ethnicity and identity
2020;UK;nigerian;2;15622;0.0128025;8;907;907;race, ethnicity and identity
2014;UK;tribal;1;6977;0.0143328;6;928;928;race, ethnicity and identity
2016;UK;tribal;1;11237;0.0089;6;928;928;race, ethnicity and identity
2018;UK;tribal;1;12793;0.00782;6;928;928;race, ethnicity and identity
2019;UK;tribal;1;15504;0.00645;6;928;928;race, ethnicity and identity
2020;UK;tribal;1;15622;0.0064;6;928;928;race, ethnicity and identity
2010;UK;witchcraft;1;1504;0.0664894;10;935;935;female stereotypes
2011;UK;witchcraft;1;2397;0.0417188;10;935;935;female stereotypes
2013;UK;witchcraft;1;5869;0.0170387;10;935;935;female stereotypes
2014;UK;witchcraft;1;6977;0.0143328;10;935;935;female stereotypes
2015;UK;witchcraft;1;8477;0.0117966;10;935;935;female stereotypes
2016;UK;witchcraft;9;11237;0.0800926;10;935;935;female stereotypes
2017;UK;witchcraft;2;12426;0.0160953;10;935;935;female stereotypes
2018;UK;witchcraft;1;12793;0.00782;10;935;935;female stereotypes
2019;UK;witchcraft;1;15504;0.00645;10;935;935;female stereotypes
2011;USA;violence;3;3274;0.091631;8;3;3;crime and violence
2012;USA;violence;17;5474;0.310559;8;3;3;crime and violence
2013;USA;violence;25;7160;0.349162;8;3;3;crime and violence
2014;USA;violence;36;9566;0.3763328;8;3;3;crime and violence
2015;USA;violence;35;10779;0.3247054;8;3;3;crime and violence
2016;USA;violence;41;12290;0.3336046;8;3;3;crime and violence
2017;USA;violence;37;12771;0.2897189;8;3;3;crime and violence
2018;USA;violence;69;15174;0.4547252;8;3;3;crime and violence
2019;USA;violence;82;14453;0.5673563;8;3;3;crime and violence
2020;USA;violence;76;13040;0.5828221;8;3;3;crime and violence
2021;USA;violence;67;7747;0.8648509;8;3;3;crime and violence
2012;USA;mayor;7;5474;0.1278772;5;12;12;empowerment
2013;USA;mayor;7;7160;0.0977654;5;12;12;empowerment
2014;USA;mayor;10;9566;0.1045369;5;12;12;empowerment
2015;USA;mayor;6;10779;0.0556638;5;12;12;empowerment
2016;USA;mayor;15;12290;0.1220504;5;12;12;empowerment
2017;USA;mayor;22;12771;0.1722653;5;12;12;empowerment
2018;USA;mayor;20;15174;0.1318044;5;12;12;empowerment
2019;USA;mayor;32;14453;0.2214073;5;12;12;empowerment
2020;USA;mayor;47;13040;0.3604294;5;12;12;empowerment
2021;USA;mayor;32;7747;0.4130631;5;12;12;empowerment
2011;USA;activist;7;3274;0.2138057;8;16;16;empowerment
2012;USA;activist;6;5474;0.1096091;8;16;16;empowerment
2013;USA;activist;11;7160;0.1536313;8;16;16;empowerment
2014;USA;activist;17;9566;0.1777127;8;16;16;empowerment
2015;USA;activist;12;10779;0.1113276;8;16;16;empowerment
2016;USA;activist;17;12290;0.1383238;8;16;16;empowerment
2017;USA;activist;32;12771;0.2505677;8;16;16;empowerment
2018;USA;activist;44;15174;0.2899697;8;16;16;empowerment
2019;USA;activist;36;14453;0.2490832;8;16;16;empowerment
2020;USA;activist;43;13040;0.3297546;8;16;16;empowerment
2021;USA;activist;24;7747;0.3097973;8;16;16;empowerment
2011;USA;harass;2;3274;0.0610874;6;17;17;crime and violence
2012;USA;harass;1;5474;0.0182682;6;17;17;crime and violence
2013;USA;harass;5;7160;0.0698324;6;17;17;crime and violence
2014;USA;harass;17;9566;0.1777127;6;17;17;crime and violence
2015;USA;harass;10;10779;0.092773;6;17;17;crime and violence
2016;USA;harass;14;12290;0.1139138;6;17;17;crime and violence
2017;USA;harass;41;12771;0.3210399;6;17;17;crime and violence
2018;USA;harass;56;15174;0.3690523;6;17;17;crime and violence
2019;USA;harass;33;14453;0.2283263;6;17;17;crime and violence
2020;USA;harass;22;13040;0.1687117;6;17;17;crime and violence
2021;USA;harass;24;7747;0.3097973;6;17;17;crime and violence
2011;USA;emotional;6;3274;0.1832621;9;37;37;female stereotypes
2012;USA;emotional;7;5474;0.1278772;9;37;37;female stereotypes
2013;USA;emotional;7;7160;0.0977654;9;37;37;female stereotypes
2014;USA;emotional;24;9566;0.2508886;9;37;37;female stereotypes
2015;USA;emotional;23;10779;0.2133779;9;37;37;female stereotypes
2016;USA;emotional;40;12290;0.3254679;9;37;37;female stereotypes
2017;USA;emotional;35;12771;0.2740584;9;37;37;female stereotypes
2018;USA;emotional;59;15174;0.388823;9;37;37;female stereotypes
2019;USA;emotional;34;14453;0.2352453;9;37;37;female stereotypes
2020;USA;emotional;27;13040;0.2070552;9;37;37;female stereotypes
2021;USA;emotional;15;7747;0.1936233;9;37;37;female stereotypes
2011;USA;appoint;1;3274;0.0305437;7;41;41;empowerment
2012;USA;appoint;1;5474;0.0182682;7;41;41;empowerment
2013;USA;appoint;2;7160;0.027933;7;41;41;empowerment
2014;USA;appoint;2;9566;0.0209074;7;41;41;empowerment
2015;USA;appoint;4;10779;0.0371092;7;41;41;empowerment
2016;USA;appoint;6;12290;0.0488202;7;41;41;empowerment
2017;USA;appoint;5;12771;0.0391512;7;41;41;empowerment
2018;USA;appoint;9;15174;0.059312;7;41;41;empowerment
2019;USA;appoint;8;14453;0.0553518;7;41;41;empowerment
2020;USA;appoint;15;13040;0.1150307;7;41;41;empowerment
2021;USA;appoint;14;7747;0.1807151;7;41;41;empowerment
2011;USA;brutal;3;3274;0.091631;6;45;45;crime and violence
2012;USA;brutal;3;5474;0.0548045;6;45;45;crime and violence
2013;USA;brutal;2;7160;0.027933;6;45;45;crime and violence
2014;USA;brutal;11;9566;0.1149906;6;45;45;crime and violence
2015;USA;brutal;13;10779;0.12060489999999;6;45;45;crime and violence
2016;USA;brutal;15;12290;0.1220504;6;45;45;crime and violence
2017;USA;brutal;13;12771;0.1017931;6;45;45;crime and violence
2018;USA;brutal;11;15174;0.0724924;6;45;45;crime and violence
2019;USA;brutal;13;14453;0.08994669999999;6;45;45;crime and violence
2020;USA;brutal;10;13040;0.0766871;6;45;45;crime and violence
2021;USA;brutal;13;7747;0.1678069;6;45;45;crime and violence
2011;USA;equality;2;3274;0.0610874;8;47;47;empowerment
2012;USA;equality;2;5474;0.0365364;8;47;47;empowerment
2013;USA;equality;3;7160;0.0418994;8;47;47;empowerment
2014;USA;equality;8;9566;0.0836295;8;47;47;empowerment
2015;USA;equality;15;10779;0.1391595;8;47;47;empowerment
2016;USA;equality;21;12290;0.1708706;8;47;47;empowerment
2017;USA;equality;13;12771;0.1017931;8;47;47;empowerment
2018;USA;equality;35;15174;0.2306577;8;47;47;empowerment
2019;USA;equality;38;14453;0.2629212;8;47;47;empowerment
2020;USA;equality;24;13040;0.1840491;8;47;47;empowerment
2021;USA;equality;13;7747;0.1678069;8;47;47;empowerment
2013;USA;entrepreneur;4;7160;0.0558659;12;56;56;empowerment
2014;USA;entrepreneur;10;9566;0.1045369;12;56;56;empowerment
2015;USA;entrepreneur;7;10779;0.0649411;12;56;56;empowerment
2016;USA;entrepreneur;14;12290;0.1139138;12;56;56;empowerment
2017;USA;entrepreneur;21;12771;0.164435;12;56;56;empowerment
2018;USA;entrepreneur;24;15174;0.1581653;12;56;56;empowerment
2019;USA;entrepreneur;26;14453;0.1798934;12;56;56;empowerment
2020;USA;entrepreneur;19;13040;0.1457055;12;56;56;empowerment
2021;USA;entrepreneur;9;7747;0.116174;12;56;56;empowerment
2011;USA;feminist;2;3274;0.0610874;8;58;58;empowerment
2012;USA;feminist;8;5474;0.14614539999999;8;58;58;empowerment
2013;USA;feminist;15;7160;0.2094972;8;58;58;empowerment
2014;USA;feminist;14;9566;0.1463517;8;58;58;empowerment
2015;USA;feminist;29;10779;0.2690417;8;58;58;empowerment
2016;USA;feminist;30;12290;0.2441009;8;58;58;empowerment
2017;USA;feminist;46;12771;0.3601911;8;58;58;empowerment
2018;USA;feminist;39;15174;0.2570186;8;58;58;empowerment
2019;USA;feminist;23;14453;0.1591365;8;58;58;empowerment
2020;USA;feminist;27;13040;0.2070552;8;58;58;empowerment
2021;USA;feminist;9;7747;0.116174;8;58;58;empowerment
2011;USA;testify;7;3274;0.2138057;7;69;69;crime and violence
2012;USA;testify;8;5474;0.14614539999999;7;69;69;crime and violence
2013;USA;testify;12;7160;0.16759779999999;7;69;69;crime and violence
2014;USA;testify;9;9566;0.0940832;7;69;69;crime and violence
2015;USA;testify;10;10779;0.092773;7;69;69;crime and violence
2016;USA;testify;10;12290;0.081367;7;69;69;crime and violence
2017;USA;testify;14;12771;0.1096234;7;69;69;crime and violence
2018;USA;testify;24;15174;0.1581653;7;69;69;crime and violence
2019;USA;testify;16;14453;0.1107037;7;69;69;crime and violence
2020;USA;testify;10;13040;0.0766871;7;69;69;crime and violence
2021;USA;testify;8;7747;0.1032658;7;69;69;crime and violence
2011;USA;abduct;2;3274;0.0610874;6;78;78;crime and violence
2012;USA;abduct;6;5474;0.1096091;6;78;78;crime and violence
